"CIK","Uri","AccessionNumber","FileName","OutFile","FilingDate","ReportDate","AcceptanceDateTime","Act","Form","FileNumber","FilmNumber","Items","Core_type","Size","IsXBRL","IsInlineXBRL","PrimaryDocument","PrimaryDocDescription"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525203752/0001193125-25-203752.txt","0001193125-25-203752","0001193125-25-203752.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525203752/0001193125-25-203752.txt","2025-09-15","2025-09-15","9/15/2025 9:03:03 PM","34","8-K","001-02979","251314988","9.01","XBRL","584412","1","1","d78135d8k.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000359/0000070858-25-000359.txt","0000070858-25-000359","0000070858-25-000359.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000359/0000070858-25-000359.txt","2025-09-15","2025-09-12","9/15/2025 8:56:10 PM","34","8-K","001-06523","251314900","5.02","XBRL","342053","1","1","bac-20250912.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000350/0000070858-25-000350.txt","0000070858-25-000350","0000070858-25-000350.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000350/0000070858-25-000350.txt","2025-09-12","2025-09-12","9/12/2025 9:18:07 PM","34","8-K","001-06523","251312411","8.01,9.01","XBRL","382554","1","1","bac-20250912.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000907/0000019617-25-000907.txt","0000019617-25-000907","0000019617-25-000907.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000907/0000019617-25-000907.txt","2025-09-12","2025-09-12","9/12/2025 8:32:01 PM","34","8-K","001-05805","251311900","5.03,9.01","XBRL","15884048","1","1","jpm-20250912.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000062/0000713676-25-000062.txt","0000713676-25-000062","0000713676-25-000062.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000062/0000713676-25-000062.txt","2025-09-08","2025-09-08","9/8/2025 11:26:36 AM","34","8-K","001-09718","251298556","7.01,9.01","XBRL","3132606","1","1","pnc-20250908.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525191344/0001193125-25-191344.txt","0001193125-25-191344","0001193125-25-191344.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525191344/0001193125-25-191344.txt","2025-08-28","2025-08-28","8/28/2025 9:09:37 PM","34","8-K","001-02979","251274613","9.01","XBRL","542285","1","1","d946085d8k.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312525180829/0001193125-25-180829.txt","0001193125-25-180829","0001193125-25-180829.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312525180829/0001193125-25-180829.txt","2025-08-14","2025-08-13","8/14/2025 8:31:45 PM","34","8-K","001-06880","251219979","1.01,9.01","XBRL","306034","1","1","d901585d8k.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000003610425000055/0000036104-25-000055.txt","0000036104-25-000055","0000036104-25-000055.txt","./www.sec.gov/Archives/edgar/data/0000036104/000003610425000055/0000036104-25-000055.txt","2025-08-07","2025-06-30","8/7/2025 8:23:39 PM","34","10-Q","001-06880","251194462","","XBRL","24857965","1","1","usb-20250630.htm","10-Q"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000615/0000019617-25-000615.txt","0000019617-25-000615","0000019617-25-000615.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000615/0000019617-25-000615.txt","2025-08-05","2025-06-30","8/5/2025 8:18:22 PM","34","10-Q","001-05805","251185252","","XBRL","50321066","1","1","jpm-20250630.htm","10-Q"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000201/0000072971-25-000201.txt","0000072971-25-000201","0000072971-25-000201.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000201/0000072971-25-000201.txt","2025-08-05","2025-06-30","8/5/2025 1:28:49 PM","34","10-Q","001-02979","251183217","","XBRL","50084365","1","1","wfc-20250630.htm","FORM 10-Q"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000060/0000713676-25-000060.txt","0000713676-25-000060","0000713676-25-000060.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000060/0000713676-25-000060.txt","2025-08-01","2025-06-30","8/1/2025 5:16:45 PM","34","10-Q","001-09718","251175236","","XBRL","37463564","1","1","pnc-20250630.htm","10-Q"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000193/0000072971-25-000193.txt","0000072971-25-000193","0000072971-25-000193.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000193/0000072971-25-000193.txt","2025-07-31","2025-07-29","7/31/2025 9:18:16 PM","34","8-K","001-02979","251172757","5.02,5.03,9.01","XBRL","1007583","1","1","wfc-20250729.htm","FORM 8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000268/0000070858-25-000268.txt","0000070858-25-000268","0000070858-25-000268.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000268/0000070858-25-000268.txt","2025-07-31","2025-06-30","7/31/2025 8:52:36 PM","34","10-Q","001-06523","251172397","","XBRL","51723937","1","1","bac-20250630.htm","10-Q"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525168083/0001193125-25-168083.txt","0001193125-25-168083","0001193125-25-168083.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525168083/0001193125-25-168083.txt","2025-07-29","2025-07-29","7/29/2025 8:55:13 PM","34","8-K","001-02979","251162527","9.01","XBRL","370607","1","1","d93259d8k.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000119312525164439/0001193125-25-164439.txt","0001193125-25-164439","0001193125-25-164439.txt","./www.sec.gov/Archives/edgar/data/0000070858/000119312525164439/0001193125-25-164439.txt","2025-07-24","2025-07-24","7/24/2025 8:30:23 PM","34","8-K","001-06523","251147375","3.03,5.03,8.01,9.01","XBRL","869917","1","1","d29097d8k.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000257/0000070858-25-000257.txt","0000070858-25-000257","0000070858-25-000257.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000257/0000070858-25-000257.txt","2025-07-23","2025-07-23","7/23/2025 8:56:47 PM","34","8-K","001-06523","251143704","8.01,9.01","XBRL","371603","1","1","bac-20250723.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000119312525163423/0001193125-25-163423.txt","0001193125-25-163423","0001193125-25-163423.txt","./www.sec.gov/Archives/edgar/data/0000019617/000119312525163423/0001193125-25-163423.txt","2025-07-23","2025-07-23","7/23/2025 8:15:17 PM","34","8-K","001-05805","251143287","8.01,9.01","XBRL","275129","1","1","d204798d8k.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000055/0000713676-25-000055.txt","0000713676-25-000055","0000713676-25-000055.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000055/0000713676-25-000055.txt","2025-07-21","2025-07-17","7/21/2025 8:04:58 PM","34","8-K","001-09718","251137294","8.01,9.01","XBRL","557941","1","1","pnc-20250717.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000003610425000044/0000036104-25-000044.txt","0000036104-25-000044","0000036104-25-000044.txt","./www.sec.gov/Archives/edgar/data/0000036104/000003610425000044/0000036104-25-000044.txt","2025-07-17","2025-07-17","7/17/2025 10:49:39 AM","34","8-K","001-06880","251128787","2.02,7.01,9.01","XBRL","10944754","1","1","usb-20250717.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000051/0000713676-25-000051.txt","0000713676-25-000051","0000713676-25-000051.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000051/0000713676-25-000051.txt","2025-07-16","2025-07-16","7/16/2025 4:04:07 PM","34","8-K","001-09718","251126687","7.01,9.01","XBRL","4443628","1","1","pnc-20250716.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000254/0000070858-25-000254.txt","0000070858-25-000254","0000070858-25-000254.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000254/0000070858-25-000254.txt","2025-07-16","2025-07-16","7/16/2025 10:46:12 AM","34","8-K","001-06523","251126133","2.02,7.01,9.01","XBRL","16899368","1","1","bac-20250716.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000048/0000713676-25-000048.txt","0000713676-25-000048","0000713676-25-000048.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000048/0000713676-25-000048.txt","2025-07-16","2025-07-16","7/16/2025 10:41:47 AM","34","8-K","001-09718","251126131","2.02,9.01","XBRL","2954839","1","1","pnc-20250716.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000520/0000019617-25-000520.txt","0000019617-25-000520","0000019617-25-000520.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000520/0000019617-25-000520.txt","2025-07-15","2025-07-15","7/15/2025 2:36:04 PM","34","8-K","001-05805","251123545","7.01,9.01","XBRL","2848537","1","1","jpm-20250715.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000170/0000072971-25-000170.txt","0000072971-25-000170","0000072971-25-000170.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000170/0000072971-25-000170.txt","2025-07-15","2025-07-15","7/15/2025 10:44:47 AM","34","8-K","001-02979","251123048","2.02,7.01,9.01","XBRL","7156666","1","1","wfc-20250715.htm","FORM 8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000518/0000019617-25-000518.txt","0000019617-25-000518","0000019617-25-000518.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000518/0000019617-25-000518.txt","2025-07-15","2025-07-15","7/15/2025 10:30:58 AM","34","8-K","001-05805","251123036","2.02,9.01","XBRL","4004376","1","1","jpm-20250715.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000003610425000039/0000036104-25-000039.txt","0000036104-25-000039","0000036104-25-000039.txt","./www.sec.gov/Archives/edgar/data/0000036104/000003610425000039/0000036104-25-000039.txt","2025-07-02","2025-07-01","7/1/2025 10:06:23 PM","34","8-K","001-06880","251097712","8.01,9.01","XBRL","277557","1","1","usb-20250701.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000249/0000070858-25-000249.txt","0000070858-25-000249","0000070858-25-000249.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000249/0000070858-25-000249.txt","2025-07-01","2025-07-01","7/1/2025 8:47:43 PM","34","8-K","001-06523","251097083","8.01,9.01","XBRL","371136","1","1","bac-20250701.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000510/0000019617-25-000510.txt","0000019617-25-000510","0000019617-25-000510.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000510/0000019617-25-000510.txt","2025-07-01","2025-07-01","7/1/2025 8:31:18 PM","34","8-K","001-05805","251096859","7.01,9.01","XBRL","3504623","1","1","jpm-20250701.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000509/0000019617-25-000509.txt","0000019617-25-000509","0000019617-25-000509.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000509/0000019617-25-000509.txt","2025-07-01","2025-07-01","7/1/2025 8:30:37 PM","34","8-K","001-05805","251096834","8.01,9.01","XBRL","302148","1","1","jpm-20250701.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525141816/0001193125-25-141816.txt","0001193125-25-141816","0001193125-25-141816.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525141816/0001193125-25-141816.txt","2025-06-17","2025-06-17","6/17/2025 1:20:25 PM","34","8-K","001-02979","251052081","5.03,9.01","XBRL","250018","1","1","d935473d8k.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000154/0000072971-25-000154.txt","0000072971-25-000154","0000072971-25-000154.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000154/0000072971-25-000154.txt","2025-06-03","2025-06-03","6/3/2025 8:22:56 PM","34","8-K","001-02979","251019864","8.01,9.01","XBRL","263180","1","1","wfc-20250603.htm","FORM 8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525131510/0001193125-25-131510.txt","0001193125-25-131510","0001193125-25-131510.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525131510/0001193125-25-131510.txt","2025-05-30","2025-05-30","5/30/2025 12:12:09 PM","34","8-K","001-02979","251006570","8.01,9.01","XBRL","249630","1","1","d938182d8k.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000485/0000019617-25-000485.txt","0000019617-25-000485","0000019617-25-000485.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000485/0000019617-25-000485.txt","2025-05-22","2025-05-20","5/22/2025 8:16:04 PM","34","8-K","001-05805","25977356","5.07,9.01","XBRL","305196","1","1","jpm-20250520.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000483/0000019617-25-000483.txt","0000019617-25-000483","0000019617-25-000483.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000483/0000019617-25-000483.txt","2025-05-19","2025-05-19","5/19/2025 8:23:52 PM","34","8-K","001-05805","25964303","7.01,9.01","XBRL","22229079","1","1","jpm-20250519.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525119411/0001193125-25-119411.txt","0001193125-25-119411","0001193125-25-119411.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525119411/0001193125-25-119411.txt","2025-05-14","2025-05-14","5/14/2025 12:12:49 PM","34","8-K","001-02979","25942735","8.01,9.01","XBRL","255006","1","1","d55170d8k.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000045/0000713676-25-000045.txt","0000713676-25-000045","0000713676-25-000045.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000045/0000713676-25-000045.txt","2025-05-13","2025-05-06","5/13/2025 8:05:38 PM","34","8-K","001-09718","25939976","8.01,9.01","XBRL","4145797","1","1","pnc-20250506.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000480/0000019617-25-000480.txt","0000019617-25-000480","0000019617-25-000480.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000480/0000019617-25-000480.txt","2025-05-12","","5/12/2025 8:42:06 PM","34","DEFA14A","001-05805","25935558","","DEFA14A","165704","0","0","proxysupplementalmaterials.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000003610425000028/0000036104-25-000028.txt","0000036104-25-000028","0000036104-25-000028.txt","./www.sec.gov/Archives/edgar/data/0000036104/000003610425000028/0000036104-25-000028.txt","2025-05-06","2025-03-31","5/6/2025 9:01:36 PM","34","10-Q","001-06880","25918153","","XBRL","21364850","1","1","usb-20250331.htm","10-Q"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000441/0000019617-25-000441.txt","0000019617-25-000441","0000019617-25-000441.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000441/0000019617-25-000441.txt","2025-05-05","","5/5/2025 8:27:32 PM","34","DEFA14A","001-05805","25913392","","DEFA14A","132822","0","0","proxysupplementalmaterials.htm","DEFA14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000139/0000072971-25-000139.txt","0000072971-25-000139","0000072971-25-000139.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000139/0000072971-25-000139.txt","2025-05-02","2025-04-29","5/2/2025 8:32:39 PM","34","8-K","001-02979","25909192","5.07","XBRL","321043","1","1","wfc-20250429.htm","FORM 8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000162828025021752/0001628280-25-021752.txt","0001628280-25-021752","0001628280-25-021752.txt","./www.sec.gov/Archives/edgar/data/0000713676/000162828025021752/0001628280-25-021752.txt","2025-05-02","2025-03-31","5/2/2025 4:24:34 PM","34","10-Q","001-09718","25906703","","XBRL","31446469","1","1","pnc-20250331.htm","10-Q"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000421/0000019617-25-000421.txt","0000019617-25-000421","0000019617-25-000421.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000421/0000019617-25-000421.txt","2025-05-01","2025-03-31","5/1/2025 8:16:56 PM","34","10-Q","001-05805","25903345","","XBRL","43918267","1","1","jpm-20250331.htm","10-Q"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000200/0000070858-25-000200.txt","0000070858-25-000200","0000070858-25-000200.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000200/0000070858-25-000200.txt","2025-04-30","2025-03-31","4/30/2025 8:47:51 PM","34","10-Q","001-06523","25896321","","XBRL","46971682","1","1","bac-20250331.htm","10-Q"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000134/0000072971-25-000134.txt","0000072971-25-000134","0000072971-25-000134.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000134/0000072971-25-000134.txt","2025-04-30","2025-04-23","4/30/2025 2:03:57 PM","34","8-K","001-02979","25891636","8.01,9.01","XBRL","11073962","1","1","wfc-20250423.htm","FORM 8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000129/0000072971-25-000129.txt","0000072971-25-000129","0000072971-25-000129.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000129/0000072971-25-000129.txt","2025-04-29","2025-03-31","4/29/2025 8:44:59 PM","34","10-Q","001-02979","25888609","","XBRL","43051549","1","1","wfc-20250331.htm","FORM 10-Q"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000119312525103911/0001193125-25-103911.txt","0001193125-25-103911","0001193125-25-103911.txt","./www.sec.gov/Archives/edgar/data/0000070858/000119312525103911/0001193125-25-103911.txt","2025-04-29","2025-04-29","4/29/2025 8:32:26 PM","34","8-K","001-06523","25888316","3.03,5.03,8.01,9.01","XBRL","873396","1","1","d561572d8k.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000162828025019796/0001628280-25-019796.txt","0001628280-25-019796","0001628280-25-019796.txt","./www.sec.gov/Archives/edgar/data/0000713676/000162828025019796/0001628280-25-019796.txt","2025-04-25","2025-04-23","4/25/2025 12:00:24 PM","34","8-K","001-09718","25870034","5.02,5.07","XBRL","196585","1","1","pnc-20250423.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000195/0000070858-25-000195.txt","0000070858-25-000195","0000070858-25-000195.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000195/0000070858-25-000195.txt","2025-04-24","2025-04-22","4/24/2025 9:10:28 PM","34","8-K","001-06523","25868856","5.02,5.07,9.01","XBRL","690890","1","1","bac-20250422.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312525091460/0001193125-25-091460.txt","0001193125-25-091460","0001193125-25-091460.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312525091460/0001193125-25-091460.txt","2025-04-23","2025-04-23","4/23/2025 8:59:07 PM","34","8-K","001-02979","25862291","9.01","XBRL","707793","1","1","d937411d8k.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000119312525089203/0001193125-25-089203.txt","0001193125-25-089203","0001193125-25-089203.txt","./www.sec.gov/Archives/edgar/data/0000019617/000119312525089203/0001193125-25-089203.txt","2025-04-22","2025-04-22","4/22/2025 8:15:41 PM","34","8-K","001-05805","25857912","8.01,9.01","XBRL","286690","1","1","d913996d8k.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000162828025018230/0001628280-25-018230.txt","0001628280-25-018230","0001628280-25-018230.txt","./www.sec.gov/Archives/edgar/data/0000036104/000162828025018230/0001628280-25-018230.txt","2025-04-17","2025-04-15","4/17/2025 8:19:28 PM","34","8-K","001-06880","25847585","5.07,9.01","XBRL","283707","1","1","usb-20250415.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312525082814/0001193125-25-082814.txt","0001193125-25-082814","0001193125-25-082814.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312525082814/0001193125-25-082814.txt","2025-04-16","2025-04-15","4/16/2025 8:16:44 PM","34","8-K","001-06880","25843037","5.02,9.01","XBRL","248032","1","1","d853666d8k.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000003610425000025/0000036104-25-000025.txt","0000036104-25-000025","0000036104-25-000025.txt","./www.sec.gov/Archives/edgar/data/0000036104/000003610425000025/0000036104-25-000025.txt","2025-04-16","2025-04-16","4/16/2025 10:48:17 AM","34","8-K","001-06880","25841184","2.02,7.01,9.01","XBRL","11014039","1","1","usb-20250416.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000350/0000019617-25-000350.txt","0000019617-25-000350","0000019617-25-000350.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000350/0000019617-25-000350.txt","2025-04-15","","4/15/2025 9:12:28 PM","34","DEFA14A","001-05805","25840491","","DEFA14A","6471061","0","0","proxysupplementalmaterials.htm","2025 PROXY SUPPLEMENTAL"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000162828025017795/0001628280-25-017795.txt","0001628280-25-017795","0001628280-25-017795.txt","./www.sec.gov/Archives/edgar/data/0000713676/000162828025017795/0001628280-25-017795.txt","2025-04-15","2025-04-15","4/15/2025 4:32:50 PM","34","8-K","001-09718","25838480","7.01,9.01","XBRL","4563907","1","1","pnc-20250415.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000162828025017763/0001628280-25-017763.txt","0001628280-25-017763","0001628280-25-017763.txt","./www.sec.gov/Archives/edgar/data/0000713676/000162828025017763/0001628280-25-017763.txt","2025-04-15","2025-04-15","4/15/2025 10:46:28 AM","34","8-K","001-09718","25837522","2.02,9.01","XBRL","2683718","1","1","pnc-20250415.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000007085825000187/0000070858-25-000187.txt","0000070858-25-000187","0000070858-25-000187.txt","./www.sec.gov/Archives/edgar/data/0000070858/000007085825000187/0000070858-25-000187.txt","2025-04-15","2025-04-15","4/15/2025 10:45:07 AM","34","8-K","001-06523","25837515","2.02,7.01,9.01","XBRL","16477986","1","1","bac-20250415.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000334/0000019617-25-000334.txt","0000019617-25-000334","0000019617-25-000334.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000334/0000019617-25-000334.txt","2025-04-11","2025-04-11","4/11/2025 2:29:28 PM","34","8-K","001-05805","25830391","7.01,9.01","XBRL","2895467","1","1","jpm-20250411.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000332/0000019617-25-000332.txt","0000019617-25-000332","0000019617-25-000332.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000332/0000019617-25-000332.txt","2025-04-11","2025-04-11","4/11/2025 10:45:50 AM","34","8-K","001-05805","25829815","2.02,9.01","XBRL","3501206","1","1","jpm-20250411.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000101/0000072971-25-000101.txt","0000072971-25-000101","0000072971-25-000101.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000101/0000072971-25-000101.txt","2025-04-11","2025-04-11","4/11/2025 10:45:02 AM","34","8-K","001-02979","25829812","2.02,7.01,9.01","XBRL","6712807","1","1","wfc-20250411.htm","FORM 8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000119312525078015/0001193125-25-078015.txt","0001193125-25-078015","0001193125-25-078015.txt","./www.sec.gov/Archives/edgar/data/0000019617/000119312525078015/0001193125-25-078015.txt","2025-04-10","2025-04-10","4/10/2025 8:40:54 PM","34","8-K","001-05805","25828930","8.01,9.01","XBRL","281407","1","1","d885258d8k.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000041/0000713676-25-000041.txt","0000713676-25-000041","0000713676-25-000041.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000041/0000713676-25-000041.txt","2025-04-07","2025-04-07","4/7/2025 9:23:44 PM","34","8-K","001-09718","25819090","5.02,7.01,9.01","XBRL","612729","1","1","pnc-20250407.htm","8-K"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000322/0000019617-25-000322.txt","0000019617-25-000322","0000019617-25-000322.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000322/0000019617-25-000322.txt","2025-04-07","","4/7/2025 10:16:39 AM","34","DEFA14A","001-05805","25816301","","DEFA14A","3216508","0","0","a2025jpmorganchasecona.htm","DEFA14A"
"19617","https://www.sec.gov/Archives/edgar/data/0000019617/000001961725000321/0000019617-25-000321.txt","0000019617-25-000321","0000019617-25-000321.txt","./www.sec.gov/Archives/edgar/data/0000019617/000001961725000321/0000019617-25-000321.txt","2025-04-07","2025-04-07","4/7/2025 10:08:34 AM","34","DEF 14A","001-05805","25816280","","XBRL","64698681","1","1","jpm-20250405.htm","DEF 14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312525067659/0001193125-25-067659.txt","0001193125-25-067659","0001193125-25-067659.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312525067659/0001193125-25-067659.txt","2025-03-31","2025-03-29","3/31/2025 10:10:41 AM","34","8-K","001-06880","25788626","8.01","XBRL","234539","1","1","d924670d8k.htm","8-K"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367625000036/0000713676-25-000036.txt","0000713676-25-000036","0000713676-25-000036.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367625000036/0000713676-25-000036.txt","2025-03-27","2025-03-21","3/27/2025 5:33:27 PM","34","8-K","001-09718","25778375","5.02,9.01","XBRL","6544412","1","1","pnc-20250321.htm","8-K"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000119312525062653/0001193125-25-062653.txt","0001193125-25-062653","0001193125-25-062653.txt","./www.sec.gov/Archives/edgar/data/0000070858/000119312525062653/0001193125-25-062653.txt","2025-03-25","","3/25/2025 9:01:45 PM","34","DEFA14A","001-06523","25769183","","DEFA14A","2910401","0","0","d897280ddefa14a.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312525062564/0001193125-25-062564.txt","0001193125-25-062564","0001193125-25-062564.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312525062564/0001193125-25-062564.txt","2025-03-25","","3/25/2025 8:20:16 PM","34","DEFA14A","001-06880","25768567","","DEFA14A","44451","0","0","d939850ddefa14a.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312525062555/0001193125-25-062555.txt","0001193125-25-062555","0001193125-25-062555.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312525062555/0001193125-25-062555.txt","2025-03-25","2025-03-24","3/25/2025 8:16:21 PM","34","8-K","001-06880","25768507","5.02","XBRL","234996","1","1","d932847d8k.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297125000091/0000072971-25-000091.txt","0000072971-25-000091","0000072971-25-000091.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297125000091/0000072971-25-000091.txt","2025-03-19","","3/19/2025 8:15:45 PM","34","DEFA14A","001-02979","25752947","","DEFA14A","6203141","0","0","a2025wfna.htm","DEFA14A"
